9780345803924,Anna Karenina,Canada,c301e0
9780345803924,Anna Karenina,Germany,8c3a70
9780345803924,Anna Karenina,France,4cc070
9780345803924,Anna Karenina,Switzerland,479050
9780345803924,Anna Karenina,United States,377738
9780345803924,Anna Karenina,Spain,3281b0
9780345803924,Anna Karenina,Mexico,325aa0
9780345803924,Anna Karenina,Argentina,325aa0
9780345803924,Anna Karenina,Chile,320c80
9780345803924,Anna Karenina,Austria,2a1d40
9780345803924,Anna Karenina,Sweden,290bd0
of Wrath,Mexico,225510
9780670016907,The Grapes of Wrath,Spain,225510
 Girl,Mexico,121eac0
9780553296983,The Diary of a Young Girl,Argentina,1206420
ht Trilogy #1),Australia,18b820
y,11edd80
9781476785653,You're Never Weird on the Internet (Almost),United States,f5aaa0
9781476785653,You're Never Weird on the Internet (Almost),Spain,dec740
,Austria,4916f0
9780618640157,"The Lord of the Rings (The Lord of the Rings, #1-3)",Netherlands,48efe0
ter and the Sorcerer's Stone (Harry Potter, #1)",Sweden,ec82e0
 and Other Clinical Tales,Spain,43238
ronicles of Narnia, #1)",Argentina,cec98
